paper_id,title,authors,venue,year,url,abstract,filter_score,filter_relevant,filter_keywords,has_coding_task,extraction_confidence,extraction_reason,task_summary,participant_skill_level,programming_language,programming_domain,programming_sub_domain,task_type,code_size_scope,evaluation_metrics,tools_environment,research_focus,is_programming_related,is_ai_related,quality_confidence,quality_completeness,quality_consistency,quality_overall,processing_time,error_message
57I4IQUL,Understanding Discussions Around Culture Within Courses Covering Topics on Accessibility and Disability at U.S. Universities,"Nourian, Laleh; Shinohara, Kristen; Tigwell, Garreth W.",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581533,"Teaching accessibility is essential in training technologists and designers. However, the topics of accessibility and disability are vast and intersect with culture (social constructions). Since cultural background is an influential factor in design decisions, which could have implications for accessible design, we wanted to understand whether and how courses at U.S. institutions address the importance of cultural influences when teaching accessibility and disability topics. We surveyed 72 students from U.S. institutions and ran 14 follow-up interviews with students who took technical and non-technical courses. Using reflexive thematic analysis, we found similarities and differences in how technical and non-technical courses approach accessibility teaching. We found a lack of cultural focus in accessibility teaching in the technical courses, which can be improved by adopting teaching approaches from non-technical courses. We also make recommendations to improve course design, such as including people from different cultures and disabilities to help develop courses.",0.0,False,"survey, thematic analysis, interview, accessibility, design, approach",,,,,,,,,,,,,,,,,,,,9.608268737792969e-05,
75F7VVV3,Challenges and Opportunities for Interactive Technology to Support Parents of HIV-Positive Children in Ethiopia in the Disclosure Process,"Bezabih, Alemitu; Gerling, Kathrin; Abebe, Workeabeba; Vanden Abeele, Vero",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580756,"Fearing stigma, parents often hide their children's HIV diagnosis from them, and postpone disclosure, in turn negatively impacting children's well-being. Our work explores whether interactive technology can support disclosure. In the first study, we examine disclosure experiences and the role of interactive technology from the perspective of HIV-positive children and parents. Through Thematic Analysis, we highlight how disclosure is linked with parents’ own experience of HIV, and that disclosure needs to be viewed as a process. On this basis, we contribute an experience prototype that guides parents through an incremental disclosure process using interactive storytelling. In a second study, we evaluate the prototype through interviews with six parents. Leveraging Interpretative Phenomenological Analysis, we show that the prototype has potential to transform how parents understand and approach disclosure. Based on our results, we present further design directions, and discuss the (limitations of the) role that technology can play in this context.",0.0,False,"thematic analysis, interview, design, approach",,,,,,,,,,,,,,,,,,,,0.00012612342834472656,
LPUHDFQL,Towards Designing Playful Bodily Extensions,"Buruk, Oğuz 'Oz'; Matjeka, Louise Petersen; Mueller, Florian ‘Floyd’",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581165,"Interactive technologies offer novel opportunities for physically extending our bodies, with the most prominent examples being prosthetics along with systems emerging from the wearables community. However, most such systems appear to focus on instrumental benefits, missing out on the opportunity to use bodily extensions for play and its associated benefits (including a lower adoption barrier and the potential to reveal a broader understanding of such technologies). To begin understanding the design of playful bodily extensions, we interviewed five designers of bodily extensions that have been showcased in prestigious academic venues or turned into commercial products. Here we present themes and actionable advice from these interviews for the design of playful bodily extensions through a thematic analysis. Our work aims to support the design of future playful bodily extensions while promoting the experiential qualities of bodily extension design, with the ultimate goal of bringing more playful experiences to people’s lives.",0.0,False,"thematic analysis, interview, design, system",,,,,,,,,,,,,,,,,,,,9.894371032714844e-05,
LRBQLJFS,Exploring Memory-Oriented Interactions with Digital Photos In and Across Time: A Field Study of Chronoscope,"Chen, Amy Yo Sue; Odom, William; Neustaedter, Carman; Zhong, Ce; Lin, Henry",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581012,"We describe a field study of Chronoscope, a tangible photo viewer that lets people revisit and explore their digital photos with the support of temporal metadata. Chronoscope offers different temporal modalities for organizing one's personal digital photo archive, and for exploring possible connections in and across time, and among photos and memories. We deployed four Chronoscopes in four households for three months to understand participants’ experiences over time. Our goals are to investigate the reflective potential of temporal modalities as an alternative design approach for supporting memory-oriented photo exploration, and empirically explore conceptual propositions related to slow technology. Findings revealed that Chronoscope catalyzed a range of reflective experiences on their respective life histories and life stories. It opened up alternative ways of considering time and the potential longevity of personal photo archives. We conclude with implications to present opportunities for future HCI research and practice.",0.26666666666666666,False,"tangible, design, approach, interaction",,,,,,,,,,,,,,,,,,,,0.00010776519775390625,
25P3DTH5,Stakeholder-Centered AI Design: Co-Designing Worker Tools with Gig Workers through Data Probes,"Zhang, Angie; Boltz, Alexander; Lynn, Jonathan; Wang, Chun-Wei; Lee, Min Kyung",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581354,"AI technologies continue to advance from digital assistants to assisted decision-making. However, designing AI remains a challenge given its unknown outcomes and uses. One way to expand AI design is by centering stakeholders in the design process. We conduct co-design sessions with gig workers to explore the design of gig worker-centered tools as informed by their driving patterns, decisions, and personal contexts. Using workers’ own data as well as city-level data, we create probes—interactive data visuals—that participants explore to surface the well-being and positionalities that shape their work strategies. We describe participant insights and corresponding AI design considerations surfaced from data probes about: 1) workers’ well-being trade-offs and positionality constraints, 2) factors that impact well-being beyond those in the data probes, and 3) instances of unfair algorithmic management. We discuss the implications for designing data probes and using them to elevate worker-centered AI design as well as for worker advocacy.",0.4666666666666666,True,"algorithm, design, tool",False,0.85,"The study focuses on co-designing tools with gig workers and exploring their insights, but does not involve participants performing coding or programming tasks.",,,,,,,,,,,,,,,,,2.3529250621795654,
8EYATTVT,"?Listen to Music, Listen to Yourself?: Design of a Conversational Agent to Support Self-Awareness While Listening to Music","Cai, Wanling; Jin, Yucheng; Zhao, Xianglin; Chen, Li",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581427,"Music can affect the human brain and cognition. Melodies and lyrics that resonate with us can awaken our inner feelings and thoughts; being in touch with these feelings and expressing them allow us to understand ourselves better and increase our self-awareness. To support self-awareness elicited by music, we designed a novel conversational agent (CA) that guides users to become self-aware and express their thoughts when they listen to music. Moreover, we investigated two prominent design factors in the CA, proactive guidance and social information. We then conducted a 2x2 between-subjects experiment (N = 90) to investigate how the two design factors affect self-awareness, user acceptance, and mental well-being. The results of a five-day user study reveal that high proactive guidance and social information increased self-awareness, but high proactive guidance tended to influence perceived autonomy and usefulness negatively. Further, users’ subjective feedback revealed the CA’s potential to support mental well-being.",0.6,True,"user study, experiment, design, user",False,0.95,"The study focuses on a conversational agent for self-awareness while listening to music, with no coding or programming tasks performed by participants.",,,,,,,,,,,,,,,,,2.0438320636749268,
47LSGSSG,Understanding Social Interactions in Location-based Games as Hybrid Spaces: Coordination and Collaboration in Raiding in Pokémon GO,"Xu, Jiangnan; Papangelis, Konstantinos; Dunham, John; Boulanger, Cati; Lee, Jin Ha; Lalone, Nicolas; Saker, Michael",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581544,"The overlaying of physical spaces with digital information produces hybrid spaces, redefining people’s experience of social interactions. Location-based games (LBGs) with social components are a good case. Yet, the impact LBGs have on sociability remains under-researched. In April 2020, the new in-person/remote raiding format in the LBG Pokémon GO provided a lens to explore people’s social interactions in hybrid spaces. We interviewed 41 Pokémon GO players to understand how players coordinate and collaborate for in-person/remote raids and other social patterns. Our findings demonstrate that new social dynamics occurred: participants’ social interactions highly rely on external social media groups bridging cyberspace and the physical world. In such external social media groups, spontaneously formed leadership roles and mentor-mentee relationships demonstrate autonomy among players in the hybrid space. However, we observed that the interoperability issue challenges people’s experience. Overall, this work sheds light on the social interactions in LBGs as hybrid spaces.",0.19999999999999998,False,"interview, interaction",,,,,,,,,,,,,,,,,,,,0.0002338886260986328,
E3QJ73T3,?If Someone Downvoted My Posts?That?d Be the End of the World?: Designing Safer Online Spaces for Trauma Survivors,"Randazzo, Casey; Ammari, Tawfiq",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581453,"Trauma is a common experience affecting over 70 percent of adults globally, with many survivors seeking support from online communities. Yet few studies explore the online experiences of muted groups who lack the words to name or describe their trauma. We pull from 29 in-depth interviews with muted trauma survivors who belong to online communities where trauma narratives are commonplace. Using a spinning top metaphor, we model the sociotechnical nature of the disclosure decision-making process, uncovering new affordances, such as indirect feedback and transportability in online platforms. Findings challenge prior notions of community engagement and algorithmic filter bubbles, highlighting the potential for algorithmic filters to counteract societal filters for muted groups. We conclude with design recommendations to make online spaces safer for trauma survivors.",0.3333333333333333,True,"algorithm, interview, design, model",False,0.95,"The study focuses on the experiences of trauma survivors in online communities, with no mention of programming or coding tasks performed by participants.",,,,,,,,,,,,,,,,,1.9827649593353271,
QHT9YS5Y,Humorous Robotic Behavior as a New Approach to Mitigating Social Awkwardness,"Press, Viva Sarah; Erel, Hadas",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580821,"Social awkwardness is a frequent challenge to healthy social interactions and can dramatically impact how people feel, communicate and behave. It is known that humor can invoke positive feelings and enable people to modify perspective of a situation. We explored whether using a non-humanoid robotic object performing humorous behavior can reduce social awkwardness between two strangers. The robot was peripherally incorporated into the interaction to ensure the natural social flow. We compared the impact of humorous and non-humorous robotic gestures on the human-human interaction. Objective and subjective measures indicate that despite being peripheral to the human-human interaction, the humorous robotic gestures significantly reduced the intensity of awkwardness between the strangers. Our findings suggest humorous robotic behavior can be used to enhance interpersonal relationships hindered by awkwardness and still preserve natural human-human interaction.",0.26666666666666666,False,"gesture, approach, interaction",,,,,,,,,,,,,,,,,,,,0.0001239776611328125,
UN3V2HX5,Co-designing Community-based Sharing of Smarthome Devices for the Purpose of Co-monitoring In-home Emergencies,"Alghamdi, Leena; Akter, Mamtaj; Kropczynski, Jess; Wisniewski, Pamela J.; Lipford, Heather",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581239,"We conducted 26 co-design interviews with 50 smarthome device owners to understand the perceived benefits, drawbacks, and design considerations for developing a smarthome system that facilitates co-monitoring with emergency contacts who live outside of one’s home. Participants felt that such a system would help ensure their personal safety, safeguard from material loss, and give them peace of mind by ensuring quick response and verifying potential threats. However, they also expressed concerns regarding privacy, overburdening others, and other potential threats, such as unauthorized access and security breaches. To alleviate these concerns, participants designed flexible and granular access control and fail-safe back-up features. Our study reveals why peer-based co-monitoring of smarthomes for emergencies may be beneficial but also difficult to implement. Based on the insights gained from our study, we provide recommendations for designing technologies that facilitate such co-monitoring while mitigating its risks.",0.1333333333333333,False,"interview, privacy, design, system",,,,,,,,,,,,,,,,,,,,0.00011396408081054688,
SZYMSWFH,Creepy Assistant: Development and Validation of a Scale to Measure the Perceived Creepiness of Voice Assistants,"Phinnemore, Rachel; Reza, Mohi; Lewis, Blaine; Mahadevan, Karthik; Wang, Bryan; Annett, Michelle; Wigdor, Daniel",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581346,"Voice assistants have afforded users rich interaction opportunities to access information and issue commands in a variety of contexts. However, some users feel uneasy or creeped out by voice assistants, leading to a decreased desire to use them. As there has yet to be a comprehensive understanding of the factors that cause users to perceive voice assistants as being creepy, this research developed an empirical scale to measure the creepiness inherent in various voice assistants. Utilizing prior scale creation methodologies, a 7-item Perceived Creepiness of Voice Assistants Scale (PCAS) was created and validated. The scale measures how creepy a new voice assistant would be for users of voice assistants. The scale was developed to ensure that researchers and designers can evaluate the next generation of voice assistants before such voice assistants are released to the wider public.",0.3333333333333333,True,"design, user, method, interaction",False,0.95,The study focuses on measuring perceptions of voice assistants and does not involve any coding or programming tasks performed by participants.,,,,,,,,,,,,,,,,,1.7290949821472168,
GIFXQ2JS,Characterizing the Technology Needs of Vulnerable Populations for Participation in Research and Design by Adopting Maslow?s Hierarchy of Needs,"Anuyah, Oghenemaro; Badillo-Urquiola, Karla; Metoyer, Ronald",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581221,"While various frameworks and heuristics exist within the HCI community to guide research and design for vulnerable populations, most are centered on the researcher’s involvement. In this work, we developed a conceptual framework for supporting the participation of vulnerable populations in the research and design of technologies. Building upon Maslow’s hierarchy of needs, we synthesized 84 research articles that focus on vulnerable populations and technology to develop our framework. This framework conceptualizes both the barriers, such as lack of technology access and digital literacy, and assets, like social relationships, that impact effective participation in research and design. Using our framework can guide researchers in identifying and fulfilling the technology-related needs of vulnerable populations, leading to more empowering research participation for these groups. The framework’s guiding questions offer researchers the opportunity to reflect on their approach prior to and during their collaboration with vulnerable populations in technology research and design.",0.4666666666666666,True,"framework, design, approach",False,0.95,The paper focuses on developing a conceptual framework for technology needs and does not involve participants performing coding or programming tasks.,,,,,,,,,,,,,,,,,4.1310601234436035,
6WH3YAUX,Lydspor: an urban sound experience weaving together past and present through vibrating bodies,"Ryding, Karin; Tsaknaki, Vasiliki; Jørgensen, Stina Marie Hasse; Fritsch, Jonas",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581523,"In this paper we present LYDSPOR; a site-specific sound experience, created in Elsinore, Denmark, consisting of two physical installations and an app-based soundwalk, which together allow people to feel and sense in their bodies certain narrative fragments of the history of the city. LYDSPOR is the result of a 1,5 year-long research project which had the aim of adopting soma design methods by drawing on affective interaction design and on an understanding of bodies as always multiple, relational, and never only human. Through an analysis of the design process and its outcome, the paper contributes an in-depth understanding of how to combine somatic and affective design approaches when creating site-specific sonic augmentations for historical dissemination in public space.",0.06666666666666665,False,"analysis of, design, method, approach, interaction",,,,,,,,,,,,,,,,,,,,0.0001819133758544922,
5RL85I66,"?Treat me as your friend, not a number in your database?: Co-designing with Children to Cope with Datafication Online","Wang, Ge; Zhao, Jun; Van Kleek, Max; Shadbolt, Nigel",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580933,"Datafication refers to the practices through which children’s online actions are pervasively recorded, tracked, aggregated, analysed, and exploited by online services in ways including behavioural engineering and monetisation. Previous research has shown that not only do children care significantly about various aspects of datafication, but they demand a chance to take action. Through 10 co-design sessions with 53 children, we examined how children in the UK want to be supported to cope with the datafication practices. Our findings provide insights for creating age-appropriate support for children’s algorithmic literacy development, highlighting and unpacking the importance of no one-size-fitting-all designs to support children’s coping with datafication. We contribute a first understanding of how children aged 7–14 would like to be supported with datafication and what future data-driven digital experiences should be like for them, who demand a shift of the current data ecosystem towards a more humane-by-design and autonomy-supportive future.",0.4666666666666666,True,"algorithm, design, system",False,0.9,"The study focuses on co-design sessions with children regarding datafication, without involving any coding or programming tasks.",,,,,,,,,,,,,,,,,1.957334041595459,
QDV96B7J,Deceptive Design Patterns in Safety Technologies: A Case Study of the Citizen App,"Chordia, Ishita; Tran, Lena-Phuong; Tayebi, Tala June; Parrish, Emily; Erete, Sheena; Yip, Jason; Hiniker, Alexis",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581258,"Deceptive design patterns (known as dark patterns) are interface characteristics which modify users’ choice architecture to gain users’ attention, data, and money. Deceptive design patterns have yet to be documented in safety technologies despite evidence that designers of safety technologies make decisions that can powerfully influence user behavior. To address this gap, we conduct a case study of the Citizen app, a commercially available technology which notifies users about local safety incidents. We bound our study to Atlanta and triangulate interview data with an analysis of the user interface. Our results indicate that Citizen heightens users’ anxiety about safety while encouraging the use of profit-generating features which offer security. These findings contribute to an emerging conversation about how deceptive design patterns interact with sociocultural factors to produce deceptive infrastructure. We propose the need to expand an existing taxonomy of harm to include emotional load and social injustice and offer recommendations for designers interested in dismantling the deceptive infrastructure of safety technologies.",0.0,False,"analysis of, interview, design, interface, user",,,,,,,,,,,,,,,,,,,,0.00015425682067871094,
6V89I68U,No Pie in the (Digital) Sky: Co-Imagining the Food Metaverse,"Covaci, Alexandra; Alhasan, Khawla; Loonker, Mayank; Farrell, Bernardine; Tabbaa, Luma; Ppali, Sophia; Ang, Chee Siang",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581305,"Human behaviour and habits co-evolve with technology, and the metaverse is poised to become a key player in reshaping how we live our everyday life. Given the importance of food in our daily lives, we ask: how will our relationships with food be transformed by the metaverse, and what are the promises and pitfalls of this technology? To answer this, we propose a co-design study that reveals the important elements people value in their daily interactions with food. We then present a speculative catalogue of novel metaverse food experiences, and insights from discussing these ideas with food designers, anthropologists and metaverse experts. Our work aims to provide designers with inspirations for building a metaverse that: provides inclusive opportunities for the future of food; helps re-discover the forgotten or lost knowledge about food; facilitates the exploration, excitement and joy of eating; and reinvigorates the ways that food can soothe and heal.",0.3333333333333333,True,"design, interaction",False,0.95,"The study focuses on co-designing food experiences in the metaverse, with no mention of programming or coding tasks performed by participants.",,,,,,,,,,,,,,,,,1.92927885055542,
W9ZYZB2A,Unpacking the Lived Experiences of Smartwatch Mediated Self and Co-Regulation with ADHD Children,"Silva, Lucas M.; Cibrian, Franceli L.; Monteiro, Elissa; Bhattacharya, Arpita; Beltran, Jesus A.; Bonang, Clarisse; Epstein, Daniel A.; Schuck, Sabrina E. B.; Lakes, Kimberley D.; Hayes, Gillian R.",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581316,"Challenges associated with ADHD affect children’s daily routines and response to environmental stimuli, and support from parents is helpful in managing and overcoming behavior regulation challenges. Positive reinforcement is increasingly integrated into family technologies for teaching regulation skills, but typically support specific co-located activities. To better understand how technology can support co-regulation within families with ADHD children, we deployed CoolTaco, a smartwatch and phone system to support collaboration in creating tasks, gaining points for achieving them, and redeeming rewards. Ten families with ADHD children used CoolTaco in their daily routines. By qualitatively analyzing family interviews and usage logs, we find that smartwatches can help provide pervasive regulation support to children, but the division across devices and parent-child roles interfere with developing independence. We discuss how technology should support co-regulation while also fostering future self-regulation, such as by guiding children in goal setting and helping them reflect on progress and achievements.",0.0,False,"qualitative, interview, system",,,,,,,,,,,,,,,,,,,,0.00014090538024902344,
KDMFAV6U,Digital Reading Rulers,"Niklaus, Aleena Gertrudes; Cai, Tianyuan; Bylinskii, Zoya; Wallace, Shaun",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581367,"Physical reading rulers are simple yet effective interventions that help readers with dyslexia. Digital reading rulers may offer similar benefits. Given their potential value, we provide the following contributions: (1) We host focus group sessions including people with dyslexia to build upon their lived experiences, (2) We provide evidence for designs that are effective and preferred, (3) We measure reading gains of rulers for readers with and without dyslexia. Using inclusive design principles, we arrive at four digital ruler designs - Grey Bar, Lightbox, Shade, and Underline. For the first time, we offer a comprehensive evaluation of digital ruler effectiveness on 91 crowdsourced readers with dyslexia and 86 without. Considering reading speed, comprehension, and preference, many readers benefit from these rulers, with the largest gains among readers with dyslexia. Rulers designed by readers with dyslexia increased the reading speeds of readers with dyslexia, supporting the need for inclusive design practices.",0.13333333333333333,False,"focus group, design, evaluation",,,,,,,,,,,,,,,,,,,,8.58306884765625e-05,
ILYPKH7L,Understanding People?s Perception and Usage of Plug-in Electric Hybrids,"Lee, Matthew L; Carter, Scott; Iliev, Rumen; Bravo, Nayeli Suseth; Van, Monica P; Denoue, Laurent; Kimani, Everlyne; Filipowicz, Alexandre L. S.; Shamma, David A.; Sieck, Kate A; Hogan, Candice; Wu, Charlene C.",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581301,"Electrification is an important first step toward reducing the greenhouse emissions of passenger vehicles. However, how drivers drive, charge, and operate their electrified vehicles can have a large impact on their emissions, particularly for Plug-in Hybrid Electric vehicles (PHEVs) that combine all-electric driving with an internal combustion engine. In this paper, we investigate how and why drivers use their PHEVs and uncover design opportunities for interfaces that can support the efficient use of PHEVs. We used a mixed-method approach combining quantitative, qualitative, and concept elicitation methods with PHEV owners in the US. While past findings indicate that PHEV drivers are not motivated to charge regularly, our work contradicts this with evidence of (1) regular charging with home infrastructure, (2) high cost sensitivity, and (3) preference for driving in all-electric mode. Our results indicate that the most critical problem is inadequate user support for navigating poor charging infrastructure.",0.13333333333333333,False,"qualitative, design, interface, user, method, approach",,,,,,,,,,,,,,,,,,,,8.511543273925781e-05,
TJP78CZ5,Dozer: Towards understanding the design of closed-loop wearables for sleep,"Semertzidis, Nathan Arthur; Li Pin Hiung, Annaelle; Vranic-Peters, Michaela Jayne; Mueller, Florian ‘Floyd’",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581044,"Sleep plays a paramount role in maintaining healthy bodily functioning. Yet, poor sleep is an increasingly prevalent global health concern. Most current sleep technology tracks sleep, but how to design for promoting sleep is relatively underexplored. We highlight the potential of employing closed-loop systems for promoting sleep onset and explore this through the design and study of “Dozer”, a closed-loop beanie that accelerates sleep onset through auditory and electrical brain stimulation after detecting drowsiness in EEG. In an in-the-wild study, participant interviews revealed three UX themes (closed-loop neurocentric agency, awareness of hardware, and awareness of feedback), which ultimately suggested that participants fell asleep in spite of Dozer, rather than through its assistance. We interpret these results and provide actionable design tactics to inform the design of closed-loop sleep systems moving forward. We hope this work gives rise to a deeper understanding of designing closed techno-physiological loops.",0.19999999999999998,False,"interview, design, system",,,,,,,,,,,,,,,,,,,,0.0001399517059326172,
THB5CUGS,Matching Mind and Method,"Tretter, Stefan; Platz, Axel; Diefenbach, Sarah",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581529,"Digital companions shall augment complex human processes like extensive decision-making. However, their acceptance may depend upon their ability to adapt to individuals’ psychological states and preferred decision strategies. Regulatory Mode Theory divides human self-regulation into assessment (i.e., making comparisons) and locomotion (i.e., movement from state to state). These regulatory modes are more or less compatible with different decision strategies. In an experimental study (N=81, 2x2-between-subjects design) we explored whether digital companions can gain higher acceptance by considering these compatibilities. Participants were confronted with a decision task. The assisting digital companion first induced a regulatory mode (assessment vs. locomotion) and subsequently presented information according to one of two decision strategies (full evaluation vs. progressive elimination). We show that a fit between regulatory mode and decision strategy (assessment/full evaluation or locomotion/progressive elimination) leads to a favorable evaluation of decisions and the digital companion. No differences regarding decision accuracy and speed were observed.",0.4666666666666666,True,"experiment, design, method, evaluation",False,0.9,"The study focuses on decision-making processes with digital companions, not on programming or coding tasks performed by participants.",,,,,,,,,,,,,,,,,1.8941199779510498,
ZNHRL67N,Are You Killing Time? Predicting Smartphone Users? Time-killing Moments via Fusion of Smartphone Sensor Data and Screenshots,"Chen, Yu-Chun; Lee, Yu-Jen; Kao, Kuei-Chun; Tsai, Jie; Liang, En-Chi; Chiu, Wei-Chen; Shih, Faye; Chang, Yung-Ju",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580689,"Time-killing on smartphones has become a pervasive activity, and could be opportune for delivering content to their users. This research is believed to be the first attempt at time-killing detection, which leverages the fusion of phone-sensor and screenshot data. We collected nearly one million user-annotated screenshots from 36 Android users. Using this dataset, we built a deep-learning fusion model, which achieved a precision of 0.83 and an AUROC of 0.72. We further employed a two-stage clustering approach to separate users into four groups according to the patterns of their phone-usage behaviors, and then built a fusion model for each group. The performance of the four models, though diverse, yielded better average precision of 0.87 and AUROC of 0.76, and was superior to that of the general/unified model shared among all users. We investigated and discussed the features of the four time-killing behavior clusters that explain why the models’ performance differ.",0.3333333333333333,True,"user, model, approach, learning",False,0.95,"The study focuses on smartphone usage behavior and model performance, with no coding or programming tasks performed by participants.",,,,,,,,,,,,,,,,,1.7166409492492676,
NQMRTRKE,Socio-technical Opportunities in Long-Distance Communication Between Siblings with a Large Age Difference,"Jin, Qiao; Yuan, Ye; Yarosh, Svetlana",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3580720,"Siblings play a crucial and long-lasting role in family connections and relationships. However, with the older sibling transitioning out of their parental home, maintaining a close sibling relationship can be challenging, especially if siblings have a large age difference. We conducted a diary and interview study with nine families in China which have spaced siblings, to identify design opportunities for technology to better support their communication and connection needs. We contribute to the HCI community in three aspects. First, we contribute an empirical understanding of current communication patterns from distributed families with large age gap siblings in China. Second, we identify current facilitation roles, practices, and challenges regarding sibling relationships from different stakeholders’ perspectives. Last but not least, we present technological opportunities for supporting the large-gap sibling relationship, informing directions for future research and design for distributed families.",0.19999999999999998,False,"interview, design",,,,,,,,,,,,,,,,,,,,0.0002608299255371094,
E2CZVS5C,Living with Sound Zones: A Long-term Field Study of Dynamic Sound Zones in a Domestic Context,"Jacobsen, Rune Møberg; Fangel Skov, Kasper; Johansen, Stine S; Skov, Mikael B.; Kjeldskov, Jesper",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581535,"Sound zone technology enables multiple people to have personal and shared listening experiences without disturbing each other. Methods for constructing sound zones have now matured enough to allow installations outside of experimental laboratories, making it essential for further development to conduct empirical studies about how people adopt, use, and interact with sound zones in, e.g., domestic settings. To that end, we conducted a four-week field study with a sound zone system in five households. Through an inductive reflexive thematic analysis, we identify three themes relating to 1) experiencing sound zones in everyday life, 2) sound zone usage patterns in households, and 3) interacting with sound zones. Based on these themes, we discuss how sound zones can be used to manage sound in homes in new ways to allow for better social coexistence and listening experiences. We present four directions for future HCI research and interaction design to comply with user needs and considerations when using this novel technology.",0.19999999999999998,False,"experiment, thematic analysis, design, user, system, method, interaction",,,,,,,,,,,,,,,,,,,,0.00017571449279785156,
2ZFIIR7Z,Challenges of Moderating Social Virtual Reality,"Sabri, Nazanin; Chen, Bella; Teoh, Annabelle; Dow, Steven P.; Vaccaro, Kristen; Elsherief, Mai",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023,https://dl.acm.org/doi/10.1145/3544548.3581329,"Recent years have seen a rise in social virtual reality (VR) platforms that allow people to interact in real-time through voice and gestures. The ephemeral nature of communication on these platforms can enable new forms of harmful behavior and new challenges for moderators. We performed virtual field research on three VR environments (AltspaceVR, Horizon Worlds, Rec Room). Based on observing 100 scheduled events, our analysis uncovered 13 distinct types of potentially harmful behaviors enabled by real-time voice, embodied interactions, and platform affordances. We witnessed potential harm at 45% of our observed events; only 24% of these incidents were addressed by moderators. To understand moderation practices, we conducted interviews with 11 moderators to investigate how they assess real-time interactions and how they operate within the current state of moderation tools. Our work sheds light on how moderation tools and practices must evolve to meet the new challenges of social VR.",0.0,False,"interview, gesture, embodied, tool, interaction",,,,,,,,,,,,,,,,,,,,0.00016117095947265625,
